Order ID ,_  Customer ID ,_  SalesPerson ,_  Order Date ,_  Order Priority ,_  SKU ,_  Order Quantity ,_  Unit Sell Price ,_  Discount ,_  Shipping Amount ,_  Ship Mode ,_  Product Container ,_  Ship Date
2722 ,_  C360 ,_  Bob ,_  8/04/2014 ,_  Low ,_  SKU1057 ,_  46 ,_  40.97 ,_  0.06 ,_  1.99 ,_  Regular Air ,_  Small Pack ,_  12/04/2014
1189 ,_  C003 ,_  Bob ,_  8/04/2014 ,_  Critical ,_  SKU476 ,_  27 ,_  4.42 ,_  0 ,_  4.99 ,_  Regular Air ,_  Small Box ,_  9/04/2014
13028 ,_  C723 ,_  Richard ,_  8/04/2014 ,_  Critical ,_  SKU652 ,_  39 ,_  35.44 ,_  0.05 ,_  5.09 ,_  Regular Air ,_  Small Box ,_  9/04/2014
36838 ,_  C487 ,_  John ,_  8/04/2014 ,_  Low ,_  SKU526 ,_  3 ,_  6.3 ,_  0.06 ,_  0.5 ,_  Express Air ,_  Small Box ,_  17/04/2014
39815 ,_  C658 ,_  John ,_  9/04/2014 ,_  Low ,_  SKU1156 ,_  43 ,_  115.99 ,_  0.05 ,_  8.99 ,_  Regular Air ,_  Small Box ,_  13/04/2014
40258 ,_  C536 ,_  Richard ,_  9/04/2014 ,_  Not Specified ,_  SKU301 ,_  31 ,_  14.81 ,_  0.05 ,_  13.32 ,_  Regular Air ,_  Small Box ,_  11/04/2014
40258 ,_  C536 ,_  Richard ,_  9/04/2014 ,_  Not Specified ,_  SKU785 ,_  29 ,_  2.78 ,_  0.08 ,_  1.25 ,_  Regular Air ,_  Wrap Bag ,_  10/04/2014
8646 ,_  C260 ,_  Richard ,_  9/04/2014 ,_  High ,_  SKU310 ,_  8 ,_  4.48 ,_  0.03 ,_  49 ,_  Regular Air ,_  Large Box ,_  11/04/2014
8646 ,_  C260 ,_  Richard ,_  9/04/2014 ,_  High ,_  SKU045 ,_  41 ,_  350.99 ,_  0.06 ,_  39 ,_  Delivery Truck ,_  Jumbo Drum ,_  11/04/2014
8646 ,_  C260 ,_  Bob ,_  9/04/2014 ,_  High ,_  SKU1054 ,_  26 ,_  40.98 ,_  0.09 ,_  6.5 ,_  Express Air ,_  Small Box ,_  11/04/2014
8646 ,_  C260 ,_  John ,_  9/04/2014 ,_  High ,_  SKU257 ,_  29 ,_  349.45 ,_  0.09 ,_  60 ,_  Delivery Truck ,_  Jumbo Drum ,_  10/04/2014
27491 ,_  C657 ,_  Richard ,_  9/04/2014 ,_  Not Specified ,_  SKU497 ,_  11 ,_  90.48 ,_  0.04 ,_  19.99 ,_  Regular Air ,_  Small Box ,_  11/04/2014
27491 ,_  C657 ,_  Bob ,_  9/04/2014 ,_  Not Specified ,_  SKU110 ,_  36 ,_  9.77 ,_  0.02 ,_  6.02 ,_  Regular Air ,_  Medium Box ,_  10/04/2014
27491 ,_  C657 ,_  John ,_  9/04/2014 ,_  Not Specified ,_  SKU773 ,_  2 ,_  34.99 ,_  0.09 ,_  7.73 ,_  Regular Air ,_  Small Box ,_  11/04/2014
11174 ,_  C280 ,_  Bob ,_  9/04/2014 ,_  Medium ,_  SKU1235 ,_  30 ,_  125.99 ,_  0.07 ,_  7.69 ,_  Regular Air ,_  Small Box ,_  10/04/2014
45120 ,_  C262 ,_  Richard ,_  9/04/2014 ,_  Critical ,_  SKU1106 ,_  39 ,_  400.97 ,_  0.07 ,_  48.26 ,_  Delivery Truck ,_  Jumbo Box ,_  10/04/2014
58914 ,_  C023 ,_  John ,_  9/04/2014 ,_  Low ,_  SKU992 ,_  46 ,_  2.12 ,_  0.07 ,_  1.99 ,_  Regular Air ,_  Small Pack ,_  11/04/2014
58914 ,_  C023 ,_  John ,_  9/04/2014 ,_  Low ,_  SKU790 ,_  11 ,_  1.76 ,_  0.07 ,_  0.7 ,_  Regular Air ,_  Wrap Bag ,_  16/04/2014
20838 ,_  C696 ,_  Richard ,_  10/04/2014 ,_  Not Specified ,_  SKU801 ,_  5 ,_  3.28 ,_  0.05 ,_  3.97 ,_  Regular Air ,_  Wrap Bag ,_  11/04/2014
20838 ,_  C696 ,_  John ,_  10/04/2014 ,_  Not Specified ,_  SKU879 ,_  21 ,_  10.98 ,_  0.03 ,_  3.37 ,_  Regular Air ,_  Small Pack ,_  11/04/2014
27456 ,_  C245 ,_  John ,_  10/04/2014 ,_  Not Specified ,_  SKU324 ,_  29 ,_  328.14 ,_  0.05 ,_  91.05 ,_  Delivery Truck ,_  Jumbo Drum ,_  11/04/2014
29219 ,_  C558 ,_  Richard ,_  10/04/2014 ,_  Not Specified ,_  SKU824 ,_  29 ,_  7.08 ,_  0.04 ,_  2.35 ,_  Regular Air ,_  Wrap Bag ,_  11/04/2014
43269 ,_  C348 ,_  John ,_  10/04/2014 ,_  Critical ,_  SKU620 ,_  16 ,_  48.91 ,_  0 ,_  5.81 ,_  Regular Air ,_  Small Box ,_  12/04/2014
43269 ,_  C348 ,_  John ,_  10/04/2014 ,_  Critical ,_  SKU388 ,_  24 ,_  165.98 ,_  0.08 ,_  19.99 ,_  Regular Air ,_  Small Box ,_  12/04/2014
51047 ,_  C257 ,_  Richard ,_  10/04/2014 ,_  Medium ,_  SKU193 ,_  28 ,_  1.76 ,_  0.02 ,_  4.86 ,_  Express Air ,_  Small Box ,_  11/04/2014
51047 ,_  C257 ,_  Richard ,_  10/04/2014 ,_  Medium ,_  SKU130 ,_  38 ,_  41.47 ,_  0.03 ,_  34.2 ,_  Regular Air ,_  Wrap Bag ,_  11/04/2014
19975 ,_  C262 ,_  John ,_  10/04/2014 ,_  Not Specified ,_  SKU295 ,_  33 ,_  11.7 ,_  0.08 ,_  6.96 ,_  Regular Air ,_  Medium Box ,_  13/04/2014
20519 ,_  C100 ,_  Richard ,_  10/04/2014 ,_  High ,_  SKU1082 ,_  7 ,_  15.99 ,_  0.03 ,_  11.28 ,_  Regular Air ,_  Medium Box ,_  11/04/2014
29284 ,_  C211 ,_  John ,_  10/04/2014 ,_  Medium ,_  SKU232 ,_  20 ,_  400.98 ,_  0.01 ,_  42.52 ,_  Delivery Truck ,_  Jumbo Box ,_  12/04/2014
36706 ,_  C098 ,_  John ,_  11/04/2014 ,_  Not Specified ,_  SKU354 ,_  47 ,_  20.98 ,_  0.1 ,_  1.49 ,_  Regular Air ,_  Small Box ,_  13/04/2014
36706 ,_  C098 ,_  Richard ,_  11/04/2014 ,_  Not Specified ,_  SKU542 ,_  7 ,_  48.04 ,_  0.03 ,_  19.99 ,_  Regular Air ,_  Small Box ,_  13/04/2014
56677 ,_  C660 ,_  Richard ,_  11/04/2014 ,_  High ,_  SKU092 ,_  35 ,_  12.22 ,_  0 ,_  2.85 ,_  Regular Air ,_  Small Pack ,_  12/04/2014
58279 ,_  C262 ,_  Bob ,_  11/04/2014 ,_  Medium ,_  SKU444 ,_  44 ,_  30.56 ,_  0.03 ,_  2.99 ,_  Regular Air ,_  Small Box ,_  11/04/2014
55040 ,_  C207 ,_  John ,_  12/04/2014 ,_  High ,_  SKU956 ,_  8 ,_  35.51 ,_  0.05 ,_  6.31 ,_  Regular Air ,_  Small Box ,_  14/04/2014
55040 ,_  C207 ,_  Richard ,_  12/04/2014 ,_  High ,_  SKU873 ,_  24 ,_  8.34 ,_  0.1 ,_  2.64 ,_  Regular Air ,_  Small Pack ,_  12/04/2014
55040 ,_  C207 ,_  Richard ,_  12/04/2014 ,_  High ,_  SKU382 ,_  34 ,_  8.04 ,_  0.03 ,_  8.94 ,_  Regular Air ,_  Small Box ,_  14/04/2014
55040 ,_  C207 ,_  Bob ,_  12/04/2014 ,_  High ,_  SKU1096 ,_  2 ,_  2550.14 ,_  0.08 ,_  29.7 ,_  Delivery Truck ,_  Jumbo Drum ,_  14/04/2014
9635 ,_  C036 ,_  Richard ,_  13/04/2014 ,_  Critical ,_  SKU441 ,_  1 ,_  1.88 ,_  0.05 ,_  1.49 ,_  Regular Air ,_  Small Box ,_  15/04/2014
44448 ,_  C627 ,_  John ,_  13/04/2014 ,_  Critical ,_  SKU1016 ,_  28 ,_  33.98 ,_  0.02 ,_  1.99 ,_  Regular Air ,_  Small Pack ,_  15/04/2014
55046 ,_  C741 ,_  John ,_  13/04/2014 ,_  Critical ,_  SKU553 ,_  2 ,_  7.28 ,_  0.08 ,_  11.15 ,_  Express Air ,_  Small Box ,_  14/04/2014
32999 ,_  C210 ,_  Richard ,_  14/04/2014 ,_  Low ,_  SKU008 ,_  14 ,_  100.98 ,_  0.09 ,_  35.84 ,_  Delivery Truck ,_  Jumbo Box ,_  19/04/2014
8422 ,_  C077 ,_  Bob ,_  14/04/2014 ,_  Medium ,_  SKU247 ,_  18 ,_  296.18 ,_  0.06 ,_  54.12 ,_  Delivery Truck ,_  Jumbo Box ,_  15/04/2014
8422 ,_  C077 ,_  Bob ,_  14/04/2014 ,_  Medium ,_  SKU976 ,_  33 ,_  29.1 ,_  0.01 ,_  4 ,_  Express Air ,_  Small Box ,_  16/04/2014
35041 ,_  C359 ,_  Bob ,_  15/04/2014 ,_  Not Specified ,_  SKU385 ,_  28 ,_  15.16 ,_  0.01 ,_  15.09 ,_  Regular Air ,_  Small Box ,_  15/04/2014
33220 ,_  C128 ,_  Richard ,_  15/04/2014 ,_  Not Specified ,_  SKU329 ,_  49 ,_  70.97 ,_  0.09 ,_  3.5 ,_  Regular Air ,_  Small Box ,_  15/04/2014
33220 ,_  C128 ,_  Richard ,_  15/04/2014 ,_  Not Specified ,_  SKU082 ,_  40 ,_  19.98 ,_  0.1 ,_  10.49 ,_  Regular Air ,_  Small Box ,_  18/04/2014
58818 ,_  C347 ,_  John ,_  15/04/2014 ,_  Critical ,_  SKU1037 ,_  41 ,_  22.98 ,_  0.01 ,_  1.99 ,_  Regular Air ,_  Small Pack ,_  16/04/2014
58818 ,_  C347 ,_  Richard ,_  15/04/2014 ,_  Critical ,_  SKU059 ,_  20 ,_  226.67 ,_  0.1 ,_  28.16 ,_  Delivery Truck ,_  Jumbo Drum ,_  17/04/2014
19584 ,_  C491 ,_  John ,_  16/04/2014 ,_  Critical ,_  SKU1096 ,_  6 ,_  2550.14 ,_  0.05 ,_  29.7 ,_  Delivery Truck ,_  Jumbo Drum ,_  17/04/2014
96 ,_  C436 ,_  Bob ,_  16/04/2014 ,_  High ,_  SKU1233 ,_  37 ,_  125.99 ,_  0.01 ,_  8.99 ,_  Regular Air ,_  Small Box ,_  18/04/2014
50337 ,_  C149 ,_  John ,_  16/04/2014 ,_  Not Specified ,_  SKU460 ,_  37 ,_  2.78 ,_  0 ,_  1.49 ,_  Express Air ,_  Small Box ,_  17/04/2014
50337 ,_  C149 ,_  John ,_  16/04/2014 ,_  Not Specified ,_  SKU1096 ,_  6 ,_  2550.14 ,_  0.1 ,_  29.7 ,_  Delivery Truck ,_  Jumbo Drum ,_  18/04/2014
30407 ,_  C594 ,_  John ,_  17/04/2014 ,_  Low ,_  SKU952 ,_  41 ,_  419.19 ,_  0.02 ,_  19.99 ,_  Regular Air ,_  Small Box ,_  17/04/2014
2756 ,_  C230 ,_  Bob ,_  17/04/2014 ,_  Critical ,_  SKU990 ,_  25 ,_  55.94 ,_  0.06 ,_  4 ,_  Regular Air ,_  Small Box ,_  18/04/2014
2756 ,_  C230 ,_  John ,_  17/04/2014 ,_  Critical ,_  SKU506 ,_  42 ,_  6.3 ,_  0.07 ,_  0.5 ,_  Regular Air ,_  Small Box ,_  17/04/2014
11013 ,_  C662 ,_  Richard ,_  17/04/2014 ,_  High ,_  SKU1225 ,_  2 ,_  125.99 ,_  0.01 ,_  8.99 ,_  Regular Air ,_  Small Box ,_  18/04/2014
54753 ,_  C161 ,_  Bob ,_  18/04/2014 ,_  Medium ,_  SKU1247 ,_  36 ,_  155.99 ,_  0.06 ,_  3.9 ,_  Regular Air ,_  Small Box ,_  19/04/2014
11553 ,_  C416 ,_  John ,_  18/04/2014 ,_  Medium ,_  SKU926 ,_  28 ,_  52.99 ,_  0.1 ,_  19.99 ,_  Express Air ,_  Small Box ,_  19/04/2014
11553 ,_  C416 ,_  Richard ,_  18/04/2014 ,_  Medium ,_  SKU007 ,_  8 ,_  100.98 ,_  0.07 ,_  57.38 ,_  Delivery Truck ,_  Jumbo Box ,_  21/04/2014
11553 ,_  C416 ,_  Richard ,_  18/04/2014 ,_  Medium ,_  SKU1193 ,_  20 ,_  85.99 ,_  0.03 ,_  0.99 ,_  Regular Air ,_  Wrap Bag ,_  20/04/2014
8259 ,_  C610 ,_  Bob ,_  18/04/2014 ,_  Medium ,_  SKU047 ,_  25 ,_  89.99 ,_  0.09 ,_  42 ,_  Delivery Truck ,_  Jumbo Drum ,_  18/04/2014
2817 ,_  C482 ,_  Bob ,_  18/04/2014 ,_  Medium ,_  SKU995 ,_  14 ,_  300.97 ,_  0.1 ,_  7.18 ,_  Regular Air ,_  Small Box ,_  19/04/2014
2817 ,_  C482 ,_  Bob ,_  18/04/2014 ,_  Medium ,_  SKU211 ,_  40 ,_  39.89 ,_  0.06 ,_  3.04 ,_  Regular Air ,_  Wrap Bag ,_  20/04/2014
4674 ,_  C152 ,_  Bob ,_  18/04/2014 ,_  Critical ,_  SKU070 ,_  23 ,_  130.98 ,_  0.02 ,_  30 ,_  Delivery Truck ,_  Jumbo Drum ,_  19/04/2014
994 ,_  C440 ,_  John ,_  19/04/2014 ,_  Low ,_  SKU848 ,_  38 ,_  3.58 ,_  0.06 ,_  1.63 ,_  Regular Air ,_  Wrap Bag ,_  23/04/2014
48135 ,_  C508 ,_  John ,_  19/04/2014 ,_  High ,_  SKU1076 ,_  20 ,_  199.99 ,_  0.09 ,_  24.49 ,_  Express Air ,_  Large Box ,_  21/04/2014
59745 ,_  C018 ,_  John ,_  19/04/2014 ,_  Not Specified ,_  SKU387 ,_  36 ,_  525.98 ,_  0.09 ,_  19.99 ,_  Regular Air ,_  Small Box ,_  21/04/2014
48135 ,_  C508 ,_  Bob ,_  19/04/2014 ,_  High ,_  SKU158 ,_  40 ,_  17.67 ,_  0.02 ,_  8.99 ,_  Regular Air ,_  Small Pack ,_  19/04/2014
30176 ,_  C031 ,_  Richard ,_  19/04/2014 ,_  Low ,_  SKU126 ,_  30 ,_  79.52 ,_  0.01 ,_  48.2 ,_  Regular Air ,_  Medium Box ,_  26/04/2014
53798 ,_  C441 ,_  Bob ,_  19/04/2014 ,_  Low ,_  SKU307 ,_  29 ,_  78.65 ,_  0 ,_  13.99 ,_  Regular Air ,_  Medium Box ,_  26/04/2014
53798 ,_  C441 ,_  John ,_  19/04/2014 ,_  Low ,_  SKU042 ,_  41 ,_  122.99 ,_  0.08 ,_  70.2 ,_  Delivery Truck ,_  Jumbo Drum ,_  24/04/2014
41474 ,_  C509 ,_  Bob ,_  20/04/2014 ,_  Not Specified ,_  SKU008 ,_  35 ,_  100.98 ,_  0 ,_  35.84 ,_  Delivery Truck ,_  Jumbo Box ,_  22/04/2014
41474 ,_  C509 ,_  John ,_  20/04/2014 ,_  Not Specified ,_  SKU1018 ,_  50 ,_  4.77 ,_  0.09 ,_  2.39 ,_  Regular Air ,_  Small Pack ,_  22/04/2014
49511 ,_  C277 ,_  Bob ,_  20/04/2014 ,_  High ,_  SKU475 ,_  35 ,_  3.69 ,_  0.03 ,_  2.5 ,_  Express Air ,_  Small Box ,_  20/04/2014
19367 ,_  C031 ,_  Bob ,_  20/04/2014 ,_  High ,_  SKU498 ,_  20 ,_  5.98 ,_  0.09 ,_  2.5 ,_  Regular Air ,_  Small Box ,_  22/04/2014
44834 ,_  C055 ,_  John ,_  20/04/2014 ,_  Medium ,_  SKU732 ,_  13 ,_  19.98 ,_  0.1 ,_  5.77 ,_  Express Air ,_  Small Box ,_  20/04/2014
44834 ,_  C055 ,_  John ,_  20/04/2014 ,_  Medium ,_  SKU224 ,_  43 ,_  259.71 ,_  0.06 ,_  66.67 ,_  Delivery Truck ,_  Jumbo Box ,_  21/04/2014
28736 ,_  C466 ,_  Richard ,_  21/04/2014 ,_  High ,_  SKU622 ,_  26 ,_  40.99 ,_  0.06 ,_  17.48 ,_  Regular Air ,_  Small Box ,_  21/04/2014
40997 ,_  C583 ,_  John ,_  21/04/2014 ,_  Low ,_  SKU668 ,_  12 ,_  30.98 ,_  0.05 ,_  9.18 ,_  Express Air ,_  Small Box ,_  21/04/2014
40997 ,_  C583 ,_  Richard ,_  21/04/2014 ,_  Low ,_  SKU756 ,_  37 ,_  22.99 ,_  0.05 ,_  8.99 ,_  Regular Air ,_  Small Pack ,_  28/04/2014
40997 ,_  C583 ,_  John ,_  21/04/2014 ,_  Low ,_  SKU938 ,_  1 ,_  14.97 ,_  0.03 ,_  7.51 ,_  Regular Air ,_  Small Box ,_  23/04/2014
40997 ,_  C583 ,_  Bob ,_  21/04/2014 ,_  Low ,_  SKU235 ,_  33 ,_  212.6 ,_  0.04 ,_  110.2 ,_  Delivery Truck ,_  Jumbo Box ,_  25/04/2014
56807 ,_  C686 ,_  Richard ,_  21/04/2014 ,_  High ,_  SKU276 ,_  1 ,_  42.98 ,_  0.06 ,_  4.62 ,_  Regular Air ,_  Small Box ,_  23/04/2014
35813 ,_  C771 ,_  Bob ,_  21/04/2014 ,_  Critical ,_  SKU314 ,_  21 ,_  363.25 ,_  0.05 ,_  19.99 ,_  Express Air ,_  Small Box ,_  21/04/2014
35813 ,_  C771 ,_  Bob ,_  21/04/2014 ,_  Critical ,_  SKU189 ,_  21 ,_  7.59 ,_  0.06 ,_  4 ,_  Express Air ,_  Wrap Bag ,_  21/04/2014
17315 ,_  C405 ,_  Richard ,_  22/04/2014 ,_  Low ,_  SKU605 ,_  29 ,_  5.43 ,_  0.07 ,_  0.95 ,_  Regular Air ,_  Wrap Bag ,_  26/04/2014
25927 ,_  C634 ,_  John ,_  22/04/2014 ,_  Medium ,_  SKU751 ,_  43 ,_  22.01 ,_  0.08 ,_  5.53 ,_  Regular Air ,_  Small Pack ,_  24/04/2014
25927 ,_  C634 ,_  John ,_  22/04/2014 ,_  Medium ,_  SKU888 ,_  14 ,_  29.74 ,_  0.02 ,_  6.64 ,_  Regular Air ,_  Small Box ,_  22/04/2014
13056 ,_  C627 ,_  Bob ,_  22/04/2014 ,_  Not Specified ,_  SKU1025 ,_  33 ,_  100.98 ,_  0.05 ,_  7.18 ,_  Regular Air ,_  Small Box ,_  24/04/2014
48257 ,_  C152 ,_  Bob ,_  22/04/2014 ,_  Low ,_  SKU428 ,_  45 ,_  4.57 ,_  0.02 ,_  5.42 ,_  Regular Air ,_  Small Box ,_  26/04/2014
9669 ,_  C155 ,_  Bob ,_  22/04/2014 ,_  Medium ,_  SKU899 ,_  18 ,_  15.42 ,_  0.04 ,_  10.68 ,_  Express Air ,_  Small Box ,_  23/04/2014
9665 ,_  C276 ,_  Bob ,_  23/04/2014 ,_  Low ,_  SKU279 ,_  50 ,_  46.89 ,_  0.02 ,_  5.1 ,_  Regular Air ,_  Medium Box ,_  23/04/2014
9665 ,_  C276 ,_  John ,_  23/04/2014 ,_  Low ,_  SKU030 ,_  19 ,_  140.98 ,_  0.05 ,_  36.09 ,_  Delivery Truck ,_  Jumbo Box ,_  25/04/2014
9665 ,_  C276 ,_  Richard ,_  23/04/2014 ,_  Low ,_  SKU235 ,_  49 ,_  212.6 ,_  0.1 ,_  110.2 ,_  Delivery Truck ,_  Jumbo Box ,_  25/04/2014
3808 ,_  C485 ,_  Richard ,_  23/04/2014 ,_  Critical ,_  SKU500 ,_  2 ,_  2.89 ,_  0.08 ,_  0.49 ,_  Regular Air ,_  Small Box ,_  23/04/2014
44517 ,_  C162 ,_  Bob ,_  23/04/2014 ,_  Medium ,_  SKU671 ,_  5 ,_  5.28 ,_  0.03 ,_  5.61 ,_  Regular Air ,_  Small Box ,_  24/04/2014
50625 ,_  C287 ,_  Richard ,_  23/04/2014 ,_  Medium ,_  SKU524 ,_  10 ,_  2.88 ,_  0.08 ,_  0.5 ,_  Regular Air ,_  Small Box ,_  24/04/2014
51943 ,_  C241 ,_  John ,_  24/04/2014 ,_  High ,_  SKU583 ,_  11 ,_  9.06 ,_  0.04 ,_  9.86 ,_  Regular Air ,_  Small Box ,_  25/04/2014
51943 ,_  C241 ,_  Bob ,_  24/04/2014 ,_  High ,_  SKU395 ,_  13 ,_  14.27 ,_  0.04 ,_  7.27 ,_  Regular Air ,_  Small Box ,_  25/04/2014
51943 ,_  C241 ,_  Bob ,_  24/04/2014 ,_  High ,_  SKU525 ,_  28 ,_  4.91 ,_  0.03 ,_  0.5 ,_  Regular Air ,_  Small Box ,_  27/04/2014
24870 ,_  C377 ,_  Richard ,_  24/04/2014 ,_  Low ,_  SKU1014 ,_  38 ,_  35.41 ,_  0.03 ,_  1.99 ,_  Regular Air ,_  Small Pack ,_  26/04/2014
24870 ,_  C377 ,_  Bob ,_  24/04/2014 ,_  Low ,_  SKU933 ,_  45 ,_  142.86 ,_  0 ,_  19.99 ,_  Regular Air ,_  Small Box ,_  3/05/2014
18336 ,_  C307 ,_  Bob ,_  24/04/2014 ,_  Not Specified ,_  SKU800 ,_  1 ,_  2.88 ,_  0 ,_  0.7 ,_  Express Air ,_  Wrap Bag ,_  24/04/2014
55459 ,_  C453 ,_  Richard ,_  25/04/2014 ,_  Critical ,_  SKU700 ,_  5 ,_  22.84 ,_  0 ,_  8.18 ,_  Regular Air ,_  Small Box ,_  27/04/2014
13606 ,_  C548 ,_  Bob ,_  26/04/2014 ,_  Not Specified ,_  SKU740 ,_  34 ,_  3.38 ,_  0.07 ,_  0.85 ,_  Regular Air ,_  Wrap Bag ,_  28/04/2014
34567 ,_  C430 ,_  Bob ,_  26/04/2014 ,_  Low ,_  SKU041 ,_  18 ,_  180.98 ,_  0.03 ,_  26.2 ,_  Delivery Truck ,_  Jumbo Drum ,_  30/04/2014
23042 ,_  C574 ,_  John ,_  26/04/2014 ,_  Medium ,_  SKU952 ,_  20 ,_  419.19 ,_  0.04 ,_  19.99 ,_  Regular Air ,_  Small Box ,_  27/04/2014
11712 ,_  C574 ,_  John ,_  26/04/2014 ,_  Low ,_  SKU796 ,_  9 ,_  4.28 ,_  0.06 ,_  0.94 ,_  Regular Air ,_  Wrap Bag ,_  28/04/2014
43330 ,_  C294 ,_  Richard ,_  27/04/2014 ,_  Not Specified ,_  SKU1172 ,_  40 ,_  65.99 ,_  0.03 ,_  8.99 ,_  Regular Air ,_  Small Box ,_  28/04/2014
29380 ,_  C045 ,_  Richard ,_  27/04/2014 ,_  Not Specified ,_  SKU653 ,_  13 ,_  12.28 ,_  0.09 ,_  4.86 ,_  Regular Air ,_  Small Box ,_  28/04/2014
14342 ,_  C219 ,_  Bob ,_  27/04/2014 ,_  Low ,_  SKU995 ,_  38 ,_  300.97 ,_  0.09 ,_  7.18 ,_  Regular Air ,_  Small Box ,_  27/04/2014
12642 ,_  C568 ,_  Richard ,_  27/04/2014 ,_  Critical ,_  SKU345 ,_  10 ,_  58.1 ,_  0.09 ,_  1.49 ,_  Express Air ,_  Small Box ,_  29/04/2014
12642 ,_  C568 ,_  Bob ,_  27/04/2014 ,_  Critical ,_  SKU1000 ,_  14 ,_  39.98 ,_  0.01 ,_  7.12 ,_  Regular Air ,_  Small Box ,_  29/04/2014
28839 ,_  C053 ,_  Bob ,_  28/04/2014 ,_  Low ,_  SKU771 ,_  30 ,_  3.34 ,_  0.06 ,_  7.49 ,_  Express Air ,_  Wrap Bag ,_  30/04/2014
23524 ,_  C674 ,_  Richard ,_  28/04/2014 ,_  High ,_  SKU513 ,_  28 ,_  4.13 ,_  0.04 ,_  0.99 ,_  Express Air ,_  Small Box ,_  30/04/2014
23524 ,_  C674 ,_  John ,_  28/04/2014 ,_  High ,_  SKU660 ,_  46 ,_  55.48 ,_  0.06 ,_  14.3 ,_  Regular Air ,_  Small Box ,_  30/04/2014
38501 ,_  C319 ,_  Bob ,_  28/04/2014 ,_  Critical ,_  SKU623 ,_  11 ,_  6.48 ,_  0.05 ,_  6.22 ,_  Regular Air ,_  Small Box ,_  29/04/2014
54595 ,_  C268 ,_  Richard ,_  28/04/2014 ,_  Medium ,_  SKU873 ,_  30 ,_  8.34 ,_  0.02 ,_  2.64 ,_  Regular Air ,_  Small Pack ,_  30/04/2014
54595 ,_  C268 ,_  Bob ,_  28/04/2014 ,_  Medium ,_  SKU070 ,_  41 ,_  130.98 ,_  0.09 ,_  30 ,_  Delivery Truck ,_  Jumbo Drum ,_  1/05/2014
44320 ,_  C668 ,_  Richard ,_  29/04/2014 ,_  Medium ,_  SKU253 ,_  49 ,_  154.13 ,_  0.1 ,_  69 ,_  Regular Air ,_  Large Box ,_  30/04/2014
55940 ,_  C353 ,_  Richard ,_  29/04/2014 ,_  Not Specified ,_  SKU1025 ,_  29 ,_  100.98 ,_  0.03 ,_  7.18 ,_  Regular Air ,_  Small Box ,_  30/04/2014
17669 ,_  C177 ,_  Richard ,_  29/04/2014 ,_  High ,_  SKU928 ,_  32 ,_  34.76 ,_  0.04 ,_  5.49 ,_  Regular Air ,_  Small Box ,_  30/04/2014
4514 ,_  C795 ,_  John ,_  29/04/2014 ,_  Medium ,_  SKU1235 ,_  28 ,_  125.99 ,_  0.08 ,_  7.69 ,_  Regular Air ,_  Small Box ,_  30/04/2014
45380 ,_  C144 ,_  Bob ,_  30/04/2014 ,_  Critical ,_  SKU1161 ,_  34 ,_  65.99 ,_  0.06 ,_  8.8 ,_  Express Air ,_  Small Box ,_  1/05/2014
45380 ,_  C144 ,_  Richard ,_  30/04/2014 ,_  Critical ,_  SKU1221 ,_  24 ,_  195.99 ,_  0 ,_  4.2 ,_  Express Air ,_  Small Box ,_  2/05/2014
41154 ,_  C649 ,_  Bob ,_  30/04/2014 ,_  Low ,_  SKU807 ,_  43 ,_  21.98 ,_  0.02 ,_  2.87 ,_  Regular Air ,_  Small Pack ,_  2/05/2014
31364 ,_  C088 ,_  Richard ,_  1/05/2014 ,_  Not Specified ,_  SKU900 ,_  2 ,_  415.88 ,_  0.07 ,_  11.37 ,_  Regular Air ,_  Small Box ,_  1/05/2014
15815 ,_  C551 ,_  Bob ,_  1/05/2014 ,_  Critical ,_  SKU378 ,_  43 ,_  11.7 ,_  0.01 ,_  5.63 ,_  Regular Air ,_  Small Box ,_  3/05/2014
15815 ,_  C551 ,_  John ,_  1/05/2014 ,_  Critical ,_  SKU436 ,_  24 ,_  4.55 ,_  0.03 ,_  1.49 ,_  Regular Air ,_  Small Box ,_  1/05/2014
13635 ,_  C625 ,_  John ,_  1/05/2014 ,_  Critical ,_  SKU643 ,_  28 ,_  4.98 ,_  0.06 ,_  7.44 ,_  Regular Air ,_  Small Box ,_  2/05/2014
13635 ,_  C625 ,_  John ,_  1/05/2014 ,_  Critical ,_  SKU715 ,_  49 ,_  6.48 ,_  0.01 ,_  7.37 ,_  Regular Air ,_  Small Box ,_  3/05/2014
10146 ,_  C280 ,_  Bob ,_  1/05/2014 ,_  Low ,_  SKU172 ,_  19 ,_  34.23 ,_  0.1 ,_  5.02 ,_  Regular Air ,_  Small Box ,_  6/05/2014
7431 ,_  C305 ,_  Bob ,_  1/05/2014 ,_  Medium ,_  SKU139 ,_  33 ,_  2.23 ,_  0.03 ,_  4.57 ,_  Regular Air ,_  Small Pack ,_  2/05/2014
39460 ,_  C713 ,_  Bob ,_  2/05/2014 ,_  Not Specified ,_  SKU456 ,_  25 ,_  7.1 ,_  0.09 ,_  6.05 ,_  Regular Air ,_  Small Box ,_  4/05/2014
39460 ,_  C713 ,_  Richard ,_  2/05/2014 ,_  Not Specified ,_  SKU1211 ,_  19 ,_  125.99 ,_  0.02 ,_  2.5 ,_  Regular Air ,_  Small Box ,_  3/05/2014
