Order ID  $§_44_ Customer ID  $§_44_ SalesPerson  $§_44_ Order Date  $§_44_ Order Priority  $§_44_ SKU  $§_44_ Order Quantity  $§_44_ Unit Sell Price  $§_44_ Discount  $§_44_ Shipping Amount  $§_44_ Ship Mode  $§_44_ Product Container  $§_44_ Ship Date
52225  $§_44_ C194  $§_44_ Bob  $§_44_ 12/04/2020  $§_44_ Critical  $§_44_ SKU661  $§_44_ 33  $§_44_ 54.96  $§_44_ 0.06  $§_44_ 10.75  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 13/04/2020
18373  $§_44_ C773  $§_44_ John  $§_44_ 12/04/2020  $§_44_ Critical  $§_44_ SKU321  $§_44_ 35  $§_44_ 207.48  $§_44_ 0.09  $§_44_ 0.99  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 12/04/2020
56418  $§_44_ C393  $§_44_ John  $§_44_ 12/04/2020  $§_44_ Critical  $§_44_ SKU935  $§_44_ 47  $§_44_ 34.76  $§_44_ 0.09  $§_44_ 8.22  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 13/04/2020
45575  $§_44_ C263  $§_44_ Richard  $§_44_ 12/04/2020  $§_44_ Critical  $§_44_ SKU471  $§_44_ 46  $§_44_ 83.98  $§_44_ 0.06  $§_44_ 5.01  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 12/04/2020
2052  $§_44_ C643  $§_44_ John  $§_44_ 12/04/2020  $§_44_ High  $§_44_ SKU343  $§_44_ 23  $§_44_ 4.13  $§_44_ 0  $§_44_ 5.34  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 14/04/2020
17702  $§_44_ C497  $§_44_ Bob  $§_44_ 13/04/2020  $§_44_ High  $§_44_ SKU982  $§_44_ 9  $§_44_ 27.48  $§_44_ 0.02  $§_44_ 4  $§_44_ Express Air  $§_44_ Small Box  $§_44_ 13/04/2020
52164  $§_44_ C393  $§_44_ Richard  $§_44_ 13/04/2020  $§_44_ Not Specified  $§_44_ SKU1161  $§_44_ 30  $§_44_ 65.99  $§_44_ 0  $§_44_ 8.8  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 15/04/2020
17702  $§_44_ C497  $§_44_ John  $§_44_ 13/04/2020  $§_44_ High  $§_44_ SKU309  $§_44_ 48  $§_44_ 7.77  $§_44_ 0.09  $§_44_ 9.23  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 14/04/2020
24066  $§_44_ C296  $§_44_ John  $§_44_ 13/04/2020  $§_44_ High  $§_44_ SKU006  $§_44_ 30  $§_44_ 150.98  $§_44_ 0.07  $§_44_ 66.27  $§_44_ Delivery Truck  $§_44_ Jumbo Box  $§_44_ 15/04/2020
39876  $§_44_ C376  $§_44_ Bob  $§_44_ 13/04/2020  $§_44_ High  $§_44_ SKU380  $§_44_ 43  $§_44_ 387.99  $§_44_ 0.08  $§_44_ 19.99  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 15/04/2020
39876  $§_44_ C376  $§_44_ Bob  $§_44_ 13/04/2020  $§_44_ High  $§_44_ SKU431  $§_44_ 46  $§_44_ 18.99  $§_44_ 0.05  $§_44_ 5.23  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 15/04/2020
39876  $§_44_ C376  $§_44_ John  $§_44_ 13/04/2020  $§_44_ High  $§_44_ SKU221  $§_44_ 41  $§_44_ 124.49  $§_44_ 0.04  $§_44_ 51.94  $§_44_ Delivery Truck  $§_44_ Jumbo Box  $§_44_ 15/04/2020
44422  $§_44_ C741  $§_44_ Bob  $§_44_ 13/04/2020  $§_44_ Medium  $§_44_ SKU270  $§_44_ 1  $§_44_ 10.89  $§_44_ 0  $§_44_ 4.5  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 15/04/2020
44422  $§_44_ C741  $§_44_ Bob  $§_44_ 13/04/2020  $§_44_ Medium  $§_44_ SKU371  $§_44_ 36  $§_44_ 8.69  $§_44_ 0.08  $§_44_ 2.99  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 15/04/2020
44422  $§_44_ C741  $§_44_ Bob  $§_44_ 13/04/2020  $§_44_ Medium  $§_44_ SKU1184  $§_44_ 11  $§_44_ 20.99  $§_44_ 0.04  $§_44_ 0.99  $§_44_ Regular Air  $§_44_ Wrap Bag  $§_44_ 15/04/2020
8450  $§_44_ C278  $§_44_ Bob  $§_44_ 13/04/2020  $§_44_ Not Specified  $§_44_ SKU269  $§_44_ 24  $§_44_ 54.48  $§_44_ 0.02  $§_44_ 0.99  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 15/04/2020
8450  $§_44_ C278  $§_44_ John  $§_44_ 13/04/2020  $§_44_ Not Specified  $§_44_ SKU441  $§_44_ 22  $§_44_ 1.88  $§_44_ 0.09  $§_44_ 1.49  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 14/04/2020
51202  $§_44_ C377  $§_44_ Bob  $§_44_ 13/04/2020  $§_44_ High  $§_44_ SKU566  $§_44_ 4  $§_44_ 5.78  $§_44_ 0.06  $§_44_ 7.64  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 15/04/2020
51202  $§_44_ C377  $§_44_ Bob  $§_44_ 13/04/2020  $§_44_ High  $§_44_ SKU731  $§_44_ 34  $§_44_ 5.28  $§_44_ 0.1  $§_44_ 5.66  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 14/04/2020
38310  $§_44_ C345  $§_44_ Bob  $§_44_ 14/04/2020  $§_44_ High  $§_44_ SKU315  $§_44_ 4  $§_44_ 3.48  $§_44_ 0.08  $§_44_ 49  $§_44_ Regular Air  $§_44_ Large Box  $§_44_ 17/04/2020
59905  $§_44_ C196  $§_44_ John  $§_44_ 14/04/2020  $§_44_ High  $§_44_ SKU997  $§_44_ 19  $§_44_ 8.5  $§_44_ 0.09  $§_44_ 1.99  $§_44_ Regular Air  $§_44_ Small Pack  $§_44_ 16/04/2020
59905  $§_44_ C196  $§_44_ John  $§_44_ 14/04/2020  $§_44_ High  $§_44_ SKU569  $§_44_ 6  $§_44_ 7.4  $§_44_ 0  $§_44_ 1.71  $§_44_ Regular Air  $§_44_ Wrap Bag  $§_44_ 16/04/2020
59905  $§_44_ C196  $§_44_ Richard  $§_44_ 14/04/2020  $§_44_ High  $§_44_ SKU766  $§_44_ 5  $§_44_ 4.26  $§_44_ 0.01  $§_44_ 1.2  $§_44_ Express Air  $§_44_ Wrap Bag  $§_44_ 15/04/2020
52007  $§_44_ C018  $§_44_ Bob  $§_44_ 14/04/2020  $§_44_ Medium  $§_44_ SKU524  $§_44_ 25  $§_44_ 2.88  $§_44_ 0.1  $§_44_ 0.5  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 14/04/2020
52007  $§_44_ C018  $§_44_ John  $§_44_ 14/04/2020  $§_44_ Medium  $§_44_ SKU239  $§_44_ 19  $§_44_ 550.98  $§_44_ 0.08  $§_44_ 45.7  $§_44_ Delivery Truck  $§_44_ Jumbo Box  $§_44_ 15/04/2020
56161  $§_44_ C248  $§_44_ Richard  $§_44_ 14/04/2020  $§_44_ High  $§_44_ SKU1069  $§_44_ 38  $§_44_ 39.99  $§_44_ 0.02  $§_44_ 10.25  $§_44_ Express Air  $§_44_ Small Box  $§_44_ 16/04/2020
43043  $§_44_ C005  $§_44_ Richard  $§_44_ 14/04/2020  $§_44_ Critical  $§_44_ SKU298  $§_44_ 4  $§_44_ 225.04  $§_44_ 0.07  $§_44_ 11.79  $§_44_ Regular Air  $§_44_ Medium Box  $§_44_ 16/04/2020
8609  $§_44_ C659  $§_44_ Richard  $§_44_ 14/04/2020  $§_44_ Critical  $§_44_ SKU1196  $§_44_ 4  $§_44_ 20.99  $§_44_ 0.04  $§_44_ 2.5  $§_44_ Regular Air  $§_44_ Wrap Bag  $§_44_ 15/04/2020
1344  $§_44_ C381  $§_44_ Bob  $§_44_ 15/04/2020  $§_44_ Low  $§_44_ SKU1208  $§_44_ 15  $§_44_ 65.99  $§_44_ 0.06  $§_44_ 5.26  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 22/04/2020
1344  $§_44_ C381  $§_44_ John  $§_44_ 15/04/2020  $§_44_ Low  $§_44_ SKU1223  $§_44_ 18  $§_44_ 155.99  $§_44_ 0.01  $§_44_ 8.99  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 19/04/2020
28871  $§_44_ C170  $§_44_ John  $§_44_ 15/04/2020  $§_44_ High  $§_44_ SKU1012  $§_44_ 10  $§_44_ 5.02  $§_44_ 0.08  $§_44_ 5.14  $§_44_ Regular Air  $§_44_ Small Pack  $§_44_ 15/04/2020
44071  $§_44_ C289  $§_44_ Richard  $§_44_ 15/04/2020  $§_44_ Not Specified  $§_44_ SKU376  $§_44_ 19  $§_44_ 5.99  $§_44_ 0.08  $§_44_ 4.92  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 16/04/2020
44071  $§_44_ C289  $§_44_ John  $§_44_ 15/04/2020  $§_44_ Not Specified  $§_44_ SKU1172  $§_44_ 20  $§_44_ 65.99  $§_44_ 0  $§_44_ 8.99  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 16/04/2020
1826  $§_44_ C731  $§_44_ Bob  $§_44_ 15/04/2020  $§_44_ Not Specified  $§_44_ SKU564  $§_44_ 5  $§_44_ 4.98  $§_44_ 0.09  $§_44_ 4.75  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 16/04/2020
54183  $§_44_ C544  $§_44_ John  $§_44_ 15/04/2020  $§_44_ Critical  $§_44_ SKU1043  $§_44_ 32  $§_44_ 82.99  $§_44_ 0.02  $§_44_ 5.5  $§_44_ Express Air  $§_44_ Small Box  $§_44_ 17/04/2020
54183  $§_44_ C544  $§_44_ John  $§_44_ 15/04/2020  $§_44_ Critical  $§_44_ SKU750  $§_44_ 9  $§_44_ 11.66  $§_44_ 0.02  $§_44_ 8.99  $§_44_ Regular Air  $§_44_ Small Pack  $§_44_ 16/04/2020
20615  $§_44_ C082  $§_44_ Richard  $§_44_ 15/04/2020  $§_44_ Medium  $§_44_ SKU598  $§_44_ 29  $§_44_ 4.76  $§_44_ 0.02  $§_44_ 3.01  $§_44_ Express Air  $§_44_ Wrap Bag  $§_44_ 16/04/2020
50982  $§_44_ C172  $§_44_ John  $§_44_ 16/04/2020  $§_44_ High  $§_44_ SKU527  $§_44_ 23  $§_44_ 3.75  $§_44_ 0.05  $§_44_ 0.5  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 17/04/2020
21638  $§_44_ C732  $§_44_ Richard  $§_44_ 16/04/2020  $§_44_ High  $§_44_ SKU688  $§_44_ 13  $§_44_ 30.98  $§_44_ 0.03  $§_44_ 8.74  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 17/04/2020
5028  $§_44_ C060  $§_44_ John  $§_44_ 16/04/2020  $§_44_ High  $§_44_ SKU121  $§_44_ 10  $§_44_ 7.7  $§_44_ 0.06  $§_44_ 3.68  $§_44_ Regular Air  $§_44_ Wrap Bag  $§_44_ 18/04/2020
25895  $§_44_ C122  $§_44_ Bob  $§_44_ 17/04/2020  $§_44_ Medium  $§_44_ SKU392  $§_44_ 37  $§_44_ 19.35  $§_44_ 0.09  $§_44_ 12.79  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 20/04/2020
22688  $§_44_ C513  $§_44_ Richard  $§_44_ 17/04/2020  $§_44_ Medium  $§_44_ SKU1142  $§_44_ 40  $§_44_ 65.99  $§_44_ 0.1  $§_44_ 5.63  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 18/04/2020
24098  $§_44_ C272  $§_44_ Bob  $§_44_ 17/04/2020  $§_44_ Critical  $§_44_ SKU446  $§_44_ 42  $§_44_ 4.82  $§_44_ 0.05  $§_44_ 1.49  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 18/04/2020
24098  $§_44_ C272  $§_44_ Richard  $§_44_ 17/04/2020  $§_44_ Critical  $§_44_ SKU578  $§_44_ 10  $§_44_ 7.64  $§_44_ 0.05  $§_44_ 5.83  $§_44_ Regular Air  $§_44_ Wrap Bag  $§_44_ 19/04/2020
24098  $§_44_ C272  $§_44_ John  $§_44_ 17/04/2020  $§_44_ Critical  $§_44_ SKU1223  $§_44_ 32  $§_44_ 155.99  $§_44_ 0.02  $§_44_ 8.99  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 18/04/2020
48742  $§_44_ C650  $§_44_ Bob  $§_44_ 17/04/2020  $§_44_ Not Specified  $§_44_ SKU383  $§_44_ 42  $§_44_ 18.94  $§_44_ 0.03  $§_44_ 1.49  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 19/04/2020
21253  $§_44_ C378  $§_44_ Bob  $§_44_ 17/04/2020  $§_44_ Medium  $§_44_ SKU470  $§_44_ 5  $§_44_ 83.93  $§_44_ 0.04  $§_44_ 19.99  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 18/04/2020
1221  $§_44_ C459  $§_44_ Richard  $§_44_ 18/04/2020  $§_44_ Not Specified  $§_44_ SKU358  $§_44_ 1  $§_44_ 8.6  $§_44_ 0.06  $§_44_ 6.19  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 18/04/2020
1221  $§_44_ C459  $§_44_ Richard  $§_44_ 18/04/2020  $§_44_ Not Specified  $§_44_ SKU391  $§_44_ 11  $§_44_ 896.99  $§_44_ 0.03  $§_44_ 19.99  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 20/04/2020
1221  $§_44_ C459  $§_44_ Richard  $§_44_ 18/04/2020  $§_44_ Not Specified  $§_44_ SKU443  $§_44_ 16  $§_44_ 4.24  $§_44_ 0.08  $§_44_ 5.41  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 20/04/2020
35040  $§_44_ C346  $§_44_ John  $§_44_ 18/04/2020  $§_44_ Not Specified  $§_44_ SKU897  $§_44_ 44  $§_44_ 10.9  $§_44_ 0.03  $§_44_ 7.46  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 21/04/2020
45476  $§_44_ C064  $§_44_ Bob  $§_44_ 18/04/2020  $§_44_ Critical  $§_44_ SKU299  $§_44_ 48  $§_44_ 21.78  $§_44_ 0.07  $§_44_ 5.94  $§_44_ Regular Air  $§_44_ Medium Box  $§_44_ 18/04/2020
832  $§_44_ C024  $§_44_ John  $§_44_ 18/04/2020  $§_44_ Low  $§_44_ SKU685  $§_44_ 7  $§_44_ 6.48  $§_44_ 0.02  $§_44_ 5.9  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 22/04/2020
32386  $§_44_ C159  $§_44_ Bob  $§_44_ 18/04/2020  $§_44_ Critical  $§_44_ SKU1129  $§_44_ 1  $§_44_ 1938.02  $§_44_ 0  $§_44_ 13.99  $§_44_ Regular Air  $§_44_ Medium Box  $§_44_ 20/04/2020
45315  $§_44_ C609  $§_44_ Bob  $§_44_ 20/04/2020  $§_44_ Medium  $§_44_ SKU935  $§_44_ 32  $§_44_ 34.76  $§_44_ 0.02  $§_44_ 8.22  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 21/04/2020
8390  $§_44_ C261  $§_44_ Bob  $§_44_ 21/04/2020  $§_44_ Medium  $§_44_ SKU1028  $§_44_ 24  $§_44_ 30.98  $§_44_ 0.08  $§_44_ 4  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 21/04/2020
5986  $§_44_ C282  $§_44_ Richard  $§_44_ 21/04/2020  $§_44_ High  $§_44_ SKU268  $§_44_ 48  $§_44_ 120.98  $§_44_ 0.08  $§_44_ 3.99  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 21/04/2020
5986  $§_44_ C282  $§_44_ Bob  $§_44_ 21/04/2020  $§_44_ High  $§_44_ SKU038  $§_44_ 20  $§_44_ 50.98  $§_44_ 0.05  $§_44_ 14.19  $§_44_ Delivery Truck  $§_44_ Jumbo Drum  $§_44_ 22/04/2020
5986  $§_44_ C282  $§_44_ Richard  $§_44_ 21/04/2020  $§_44_ High  $§_44_ SKU1029  $§_44_ 41  $§_44_ 4.89  $§_44_ 0.03  $§_44_ 4.93  $§_44_ Regular Air  $§_44_ Small Pack  $§_44_ 22/04/2020
5095  $§_44_ C458  $§_44_ John  $§_44_ 21/04/2020  $§_44_ High  $§_44_ SKU1236  $§_44_ 7  $§_44_ 125.99  $§_44_ 0.01  $§_44_ 8.8  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 22/04/2020
59395  $§_44_ C125  $§_44_ Richard  $§_44_ 22/04/2020  $§_44_ Critical  $§_44_ SKU617  $§_44_ 20  $§_44_ 48.04  $§_44_ 0.06  $§_44_ 7.23  $§_44_ Express Air  $§_44_ Small Box  $§_44_ 24/04/2020
35104  $§_44_ C089  $§_44_ Richard  $§_44_ 22/04/2020  $§_44_ High  $§_44_ SKU1024  $§_44_ 1  $§_44_ 29.99  $§_44_ 0.04  $§_44_ 5.5  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 25/04/2020
35104  $§_44_ C089  $§_44_ Richard  $§_44_ 22/04/2020  $§_44_ High  $§_44_ SKU181  $§_44_ 18  $§_44_ 19.94  $§_44_ 0  $§_44_ 14.87  $§_44_ Regular Air  $§_44_ Large Box  $§_44_ 24/04/2020
57638  $§_44_ C162  $§_44_ Richard  $§_44_ 22/04/2020  $§_44_ Low  $§_44_ SKU573  $§_44_ 49  $§_44_ 11.48  $§_44_ 0.07  $§_44_ 5.43  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 24/04/2020
57638  $§_44_ C162  $§_44_ Bob  $§_44_ 22/04/2020  $§_44_ Low  $§_44_ SKU881  $§_44_ 49  $§_44_ 2.08  $§_44_ 0.08  $§_44_ 2.56  $§_44_ Regular Air  $§_44_ Small Pack  $§_44_ 24/04/2020
39300  $§_44_ C259  $§_44_ John  $§_44_ 22/04/2020  $§_44_ High  $§_44_ SKU282  $§_44_ 9  $§_44_ 4.06  $§_44_ 0.01  $§_44_ 6.89  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 24/04/2020
57638  $§_44_ C162  $§_44_ Richard  $§_44_ 22/04/2020  $§_44_ Low  $§_44_ SKU240  $§_44_ 35  $§_44_ 217.85  $§_44_ 0.09  $§_44_ 29.1  $§_44_ Delivery Truck  $§_44_ Jumbo Box  $§_44_ 27/04/2020
22183  $§_44_ C709  $§_44_ Bob  $§_44_ 23/04/2020  $§_44_ Medium  $§_44_ SKU816  $§_44_ 30  $§_44_ 5.84  $§_44_ 0.06  $§_44_ 1  $§_44_ Regular Air  $§_44_ Wrap Bag  $§_44_ 24/04/2020
45698  $§_44_ C361  $§_44_ Richard  $§_44_ 23/04/2020  $§_44_ High  $§_44_ SKU417  $§_44_ 40  $§_44_ 172.99  $§_44_ 0.1  $§_44_ 19.99  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 25/04/2020
45698  $§_44_ C361  $§_44_ John  $§_44_ 23/04/2020  $§_44_ High  $§_44_ SKU556  $§_44_ 36  $§_44_ 7.28  $§_44_ 0.04  $§_44_ 4.23  $§_44_ Regular Air  $§_44_ Wrap Bag  $§_44_ 26/04/2020
51872  $§_44_ C704  $§_44_ Richard  $§_44_ 23/04/2020  $§_44_ Medium  $§_44_ SKU078  $§_44_ 10  $§_44_ 238.4  $§_44_ 0.09  $§_44_ 24.49  $§_44_ Regular Air  $§_44_ Large Box  $§_44_ 24/04/2020
51872  $§_44_ C704  $§_44_ Richard  $§_44_ 23/04/2020  $§_44_ Medium  $§_44_ SKU1201  $§_44_ 11  $§_44_ 85.99  $§_44_ 0  $§_44_ 1.25  $§_44_ Express Air  $§_44_ Small Pack  $§_44_ 25/04/2020
51872  $§_44_ C704  $§_44_ Richard  $§_44_ 23/04/2020  $§_44_ Medium  $§_44_ SKU1247  $§_44_ 37  $§_44_ 155.99  $§_44_ 0.06  $§_44_ 3.9  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 26/04/2020
8033  $§_44_ C536  $§_44_ John  $§_44_ 24/04/2020  $§_44_ High  $§_44_ SKU282  $§_44_ 27  $§_44_ 4.06  $§_44_ 0.06  $§_44_ 6.89  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 25/04/2020
12931  $§_44_ C243  $§_44_ John  $§_44_ 24/04/2020  $§_44_ Medium  $§_44_ SKU890  $§_44_ 11  $§_44_ 59.76  $§_44_ 0.02  $§_44_ 9.71  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 25/04/2020
46368  $§_44_ C188  $§_44_ John  $§_44_ 24/04/2020  $§_44_ High  $§_44_ SKU797  $§_44_ 48  $§_44_ 3.28  $§_44_ 0  $§_44_ 3.97  $§_44_ Regular Air  $§_44_ Wrap Bag  $§_44_ 26/04/2020
25478  $§_44_ C379  $§_44_ John  $§_44_ 24/04/2020  $§_44_ Critical  $§_44_ SKU1165  $§_44_ 47  $§_44_ 115.99  $§_44_ 0.01  $§_44_ 2.5  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 24/04/2020
25478  $§_44_ C379  $§_44_ John  $§_44_ 24/04/2020  $§_44_ Critical  $§_44_ SKU853  $§_44_ 50  $§_44_ 6.08  $§_44_ 0.09  $§_44_ 1.82  $§_44_ Regular Air  $§_44_ Wrap Bag  $§_44_ 26/04/2020
23172  $§_44_ C023  $§_44_ John  $§_44_ 24/04/2020  $§_44_ Low  $§_44_ SKU1135  $§_44_ 13  $§_44_ 96.45  $§_44_ 0.07  $§_44_ 13.99  $§_44_ Regular Air  $§_44_ Medium Box  $§_44_ 29/04/2020
4805  $§_44_ C769  $§_44_ Bob  $§_44_ 24/04/2020  $§_44_ Not Specified  $§_44_ SKU715  $§_44_ 7  $§_44_ 6.48  $§_44_ 0.02  $§_44_ 7.37  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 27/04/2020
29861  $§_44_ C098  $§_44_ Richard  $§_44_ 25/04/2020  $§_44_ Critical  $§_44_ SKU507  $§_44_ 11  $§_44_ 3.08  $§_44_ 0.03  $§_44_ 0.99  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 26/04/2020
52999  $§_44_ C276  $§_44_ John  $§_44_ 25/04/2020  $§_44_ Not Specified  $§_44_ SKU189  $§_44_ 5  $§_44_ 7.59  $§_44_ 0.04  $§_44_ 4  $§_44_ Express Air  $§_44_ Wrap Bag  $§_44_ 27/04/2020
52999  $§_44_ C276  $§_44_ Bob  $§_44_ 25/04/2020  $§_44_ Not Specified  $§_44_ SKU557  $§_44_ 39  $§_44_ 9.11  $§_44_ 0.05  $§_44_ 2.15  $§_44_ Regular Air  $§_44_ Wrap Bag  $§_44_ 27/04/2020
52999  $§_44_ C276  $§_44_ Bob  $§_44_ 25/04/2020  $§_44_ Not Specified  $§_44_ SKU687  $§_44_ 7  $§_44_ 5.78  $§_44_ 0.1  $§_44_ 5.67  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 25/04/2020
16711  $§_44_ C369  $§_44_ Bob  $§_44_ 25/04/2020  $§_44_ Not Specified  $§_44_ SKU849  $§_44_ 3  $§_44_ 1.14  $§_44_ 0.1  $§_44_ 0.7  $§_44_ Regular Air  $§_44_ Wrap Bag  $§_44_ 27/04/2020
21573  $§_44_ C237  $§_44_ Bob  $§_44_ 25/04/2020  $§_44_ Critical  $§_44_ SKU528  $§_44_ 31  $§_44_ 3.08  $§_44_ 0.05  $§_44_ 0.99  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 27/04/2020
21573  $§_44_ C237  $§_44_ John  $§_44_ 25/04/2020  $§_44_ Critical  $§_44_ SKU102  $§_44_ 7  $§_44_ 9.48  $§_44_ 0  $§_44_ 3.72  $§_44_ Regular Air  $§_44_ Small Pack  $§_44_ 27/04/2020
21573  $§_44_ C237  $§_44_ Richard  $§_44_ 25/04/2020  $§_44_ Critical  $§_44_ SKU252  $§_44_ 3  $§_44_ 70.89  $§_44_ 0.04  $§_44_ 89.3  $§_44_ Delivery Truck  $§_44_ Jumbo Box  $§_44_ 27/04/2020
1217  $§_44_ C727  $§_44_ John  $§_44_ 25/04/2020  $§_44_ Not Specified  $§_44_ SKU1034  $§_44_ 25  $§_44_ 28.48  $§_44_ 0.07  $§_44_ 1.99  $§_44_ Regular Air  $§_44_ Small Pack  $§_44_ 26/04/2020
3845  $§_44_ C712  $§_44_ John  $§_44_ 25/04/2020  $§_44_ Critical  $§_44_ SKU314  $§_44_ 9  $§_44_ 363.25  $§_44_ 0.09  $§_44_ 19.99  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 25/04/2020
3845  $§_44_ C712  $§_44_ Bob  $§_44_ 25/04/2020  $§_44_ Critical  $§_44_ SKU082  $§_44_ 22  $§_44_ 19.98  $§_44_ 0.02  $§_44_ 10.49  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 27/04/2020
3845  $§_44_ C712  $§_44_ Richard  $§_44_ 25/04/2020  $§_44_ Critical  $§_44_ SKU122  $§_44_ 15  $§_44_ 8.34  $§_44_ 0.09  $§_44_ 0.96  $§_44_ Regular Air  $§_44_ Wrap Bag  $§_44_ 26/04/2020
30310  $§_44_ C748  $§_44_ John  $§_44_ 26/04/2020  $§_44_ Medium  $§_44_ SKU1236  $§_44_ 21  $§_44_ 125.99  $§_44_ 0.1  $§_44_ 8.8  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 28/04/2020
42246  $§_44_ C740  $§_44_ Bob  $§_44_ 26/04/2020  $§_44_ Not Specified  $§_44_ SKU1041  $§_44_ 40  $§_44_ 77.51  $§_44_ 0.07  $§_44_ 4  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 27/04/2020
42246  $§_44_ C740  $§_44_ Bob  $§_44_ 26/04/2020  $§_44_ Not Specified  $§_44_ SKU733  $§_44_ 5  $§_44_ 4.84  $§_44_ 0.05  $§_44_ 0.71  $§_44_ Regular Air  $§_44_ Wrap Bag  $§_44_ 28/04/2020
48673  $§_44_ C605  $§_44_ John  $§_44_ 26/04/2020  $§_44_ Not Specified  $§_44_ SKU905  $§_44_ 36  $§_44_ 15.31  $§_44_ 0.03  $§_44_ 8.78  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 27/04/2020
33159  $§_44_ C167  $§_44_ Richard  $§_44_ 27/04/2020  $§_44_ Medium  $§_44_ SKU1184  $§_44_ 3  $§_44_ 20.99  $§_44_ 0.01  $§_44_ 0.99  $§_44_ Regular Air  $§_44_ Wrap Bag  $§_44_ 29/04/2020
15329  $§_44_ C642  $§_44_ John  $§_44_ 27/04/2020  $§_44_ High  $§_44_ SKU1066  $§_44_ 34  $§_44_ 29.89  $§_44_ 0.04  $§_44_ 1.99  $§_44_ Express Air  $§_44_ Small Pack  $§_44_ 27/04/2020
33378  $§_44_ C401  $§_44_ Bob  $§_44_ 27/04/2020  $§_44_ High  $§_44_ SKU473  $§_44_ 25  $§_44_ 39.98  $§_44_ 0.1  $§_44_ 9.83  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 28/04/2020
13892  $§_44_ C286  $§_44_ Richard  $§_44_ 27/04/2020  $§_44_ High  $§_44_ SKU1066  $§_44_ 47  $§_44_ 29.89  $§_44_ 0  $§_44_ 1.99  $§_44_ Regular Air  $§_44_ Small Pack  $§_44_ 28/04/2020
26912  $§_44_ C578  $§_44_ Bob  $§_44_ 27/04/2020  $§_44_ Low  $§_44_ SKU1050  $§_44_ 21  $§_44_ 53.98  $§_44_ 0.08  $§_44_ 5.5  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 6/05/2020
26912  $§_44_ C578  $§_44_ Richard  $§_44_ 27/04/2020  $§_44_ Low  $§_44_ SKU1213  $§_44_ 18  $§_44_ 205.99  $§_44_ 0.07  $§_44_ 5.26  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 1/05/2020
